# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 18 12:27:44 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 1
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and pl_bmassprov like '%mass%'
# CONSTRAINT:  and st_radstr in [0.75, 1.25]
# CONSTRAINT:  and st_massstr in [0.75, 1.25])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN ast_flag:       Detected by Astrometric Variations
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,sy_snum,rv_flag,ast_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
KOI-1599.01,KOI-1599,1,0,0,0,20.44150000,0.00130000,-0.00130000,0,4.60000,0.30000,-0.30000,0,Mass,0.97,,,0,1.02,,,0
KOI-1599.02,KOI-1599,1,0,0,0,13.60880000,0.00060000,-0.00060000,0,9.00000,0.30000,-0.30000,0,Mass,0.97,,,0,1.02,,,0
Kepler-131 b,Kepler-131,1,1,0,0,16.09200000,,,0,16.13000,3.50000,-3.50000,0,Mass,1.03,0.10,-0.10,0,1.02,0.06,-0.06,0
Kepler-131 c,Kepler-131,1,1,0,0,25.51690000,,,0,8.25000,5.90000,-5.90000,0,Mass,1.03,0.10,-0.10,0,1.02,0.06,-0.06,0
Kepler-15 b,Kepler-15,1,1,0,0,4.94278200,0.00000130,-0.00000130,0,209.76000,25.43000,-28.60000,0,Mass,0.99,0.06,-0.07,0,1.02,0.04,-0.05,0
Kepler-323 b,Kepler-323,1,0,0,0,1.67832800,0.00000150,-0.00000150,0,3.90000,,,1,Mass,1.12,0.02,-0.02,0,1.02,0.07,-0.07,0
Kepler-323 c,Kepler-323,1,1,0,0,3.55382290,0.00000220,-0.00000220,0,6.80000,3.40000,-3.20000,0,Mass,1.12,0.02,-0.02,0,1.02,0.07,-0.07,0
Kepler-349 b,Kepler-349,1,0,0,0,5.92977800,0.00002000,-0.00002000,0,94.50000,70.80000,-60.30000,0,Mass,0.93,0.35,-0.35,0,1.02,0.05,-0.05,0
Kepler-9 b,Kepler-9,1,1,0,0,19.23891000,0.00006000,-0.00006000,0,43.40000,1.60000,-2.00000,0,Mass,0.96,0.02,-0.02,0,1.02,0.03,-0.04,0
Kepler-9 c,Kepler-9,1,1,0,0,38.98530000,0.00030000,-0.00030000,0,29.90000,1.10000,-1.30000,0,Mass,0.96,0.02,-0.02,0,1.02,0.03,-0.04,0
WASP-119 b,WASP-119,1,1,0,0,2.49979000,0.00001000,-0.00001000,0,390.93090,25.42640,-25.42640,0,Mass,1.20,0.10,-0.10,0,1.02,0.06,-0.06,0
51 Peg b,51 Peg,1,1,0,0,4.23078500,0.00003600,-0.00003600,0,146.20180,19.06980,-3.17830,0,Mass,1.18,0.07,-0.04,0,1.03,0.17,-0.09,0
HAT-P-28 b,HAT-P-28,1,1,0,0,3.25721500,0.00000700,-0.00000700,0,198.95300,11.75900,-11.75900,0,Mass,1.10,0.09,-0.07,0,1.03,0.05,-0.05,0
HAT-P-36 b,HAT-P-36,1,1,0,0,1.32734683,0.00000048,-0.00000048,0,587.41341,27.65121,-27.65121,0,Mass,1.04,0.01,-0.01,0,1.03,0.03,-0.03,0
HAT-P-43 b,HAT-P-43,1,1,0,0,3.33264140,0.00001510,-0.00001530,0,210.39500,19.06900,-19.06900,0,Mass,1.08,0.05,-0.05,0,1.03,0.04,-0.04,0
HATS-29 b,HATS-29,1,1,0,0,4.60587490,0.00000630,-0.00000630,0,207.54299,20.02329,-20.02329,0,Mass,1.07,0.04,-0.04,0,1.03,0.05,-0.05,0
HATS-57 b,HATS-57,1,1,0,0,2.35062100,0.00000130,-0.00000130,0,1000.21101,23.20159,-23.20159,0,Mass,0.96,0.01,-0.01,0,1.03,0.02,-0.03,0
HD 11505 b,HD 11505,1,1,0,0,32669.22247000,12712.99788000,-7172.26632000,0,2510.52659,1031.35318,-541.26178,0,Mass,1.20,0.08,-0.06,0,1.03,0.13,-0.13,0
HD 155918 c,HD 155918,1,1,0,0,17202.19446000,2100.79072000,-1950.03472000,0,1878.04806,207.54195,-243.45656,0,Mass,1.02,0.04,-0.05,0,1.03,0.13,-0.13,0
HD 183579 b,HD 183579,1,1,0,0,17.47127800,0.00005800,-0.00006000,0,19.70000,4.00000,-3.90000,0,Mass,0.99,0.04,-0.03,0,1.03,0.03,-0.03,0
HD 204313 b,HD 204313,1,1,1,0,2041.11539000,1.68088000,-1.86675000,0,1466.77810,409.99865,-97.25549,0,Mass,1.10,0.02,-0.02,0,1.03,0.13,-0.13,0
HD 204313 e,HD 204313,1,1,1,0,7325.64666000,399.88029000,-369.05892000,0,4868.17771,1554.18091,-1647.30463,0,Mass,1.13,0.02,-0.01,0,1.03,0.13,-0.13,0
HD 81040 b,HD 81040,1,1,0,0,1005.98854000,7.62637000,-6.37242000,0,2151.06266,349.92908,-273.65026,0,Mass,0.91,0.01,-0.01,0,1.03,0.12,-0.12,0
Kepler-122 f,Kepler-122,1,0,0,0,56.26800000,,,0,36.00000,19.40000,-16.20000,0,Mass,0.95,,,0,1.03,,,0
Kepler-1655 b,Kepler-1655,1,1,0,0,11.87287870,0.00000850,-0.00000850,0,5.40000,1.70000,-1.70000,0,Mass,1.03,0.02,-0.02,0,1.03,0.04,-0.04,0
Kepler-1656 b,Kepler-1656,1,1,0,0,31.56200000,0.01100000,-0.01100000,0,47.80000,6.20000,-3.30000,0,Mass,1.10,0.13,-0.13,0,1.03,0.04,-0.04,0
Kepler-1656 c,Kepler-1656,1,1,0,0,1919.00000000,27.00000000,-24.00000000,0,126.40000,28.90000,-28.90000,0,Mass,1.10,0.13,-0.13,0,1.03,0.04,-0.04,0
Kepler-24 b,Kepler-24,1,0,0,0,8.14530000,,,0,508.50000,,,1,Mass,1.07,0.16,-0.23,0,1.03,0.11,-0.14,0
Kepler-24 c,Kepler-24,1,0,0,0,12.33350000,,,0,508.50000,,,1,Mass,1.07,0.16,-0.23,0,1.03,0.11,-0.14,0
TIC 237913194 b,TIC 237913194,1,1,0,0,15.16886500,0.00001800,-0.00001800,0,617.22586,29.24036,-28.92253,0,Mass,1.09,0.01,-0.01,0,1.03,0.06,-0.06,0
TOI-2196 b,TOI-2196,1,1,0,0,1.19472680,0.00000790,-0.00000930,0,26.00000,1.30000,-1.30000,0,Mass,1.04,0.02,-0.02,0,1.03,0.04,-0.04,0
TOI-559 b,TOI-559,1,1,0,0,6.98390950,0.00000510,-0.00000510,0,1910.14873,76.27882,-73.10053,0,Mass,1.23,0.03,-0.03,0,1.03,0.06,-0.06,0
HAT-P-5 b,HAT-P-5,1,1,0,0,2.78849000,0.00002500,-0.00002500,0,311.47340,63.56600,-63.56600,0,Mass,1.12,0.09,-0.09,0,1.04,0.29,-0.29,0
HATS-18 b,HATS-18,1,1,0,0,0.83784000,0.00000047,-0.00000047,0,629.14449,24.15508,-24.15508,0,Mass,1.02,0.06,-0.03,0,1.04,0.05,-0.05,0
HATS-59 b,HATS-59,1,1,0,0,5.41608100,0.00001600,-0.00001600,0,256.17098,21.93027,-21.93027,0,Mass,1.04,0.07,-0.07,0,1.04,0.04,-0.04,0
HD 50554 b,HD 50554,1,1,1,0,1293.00000000,37.00000000,-37.00000000,0,1859.29618,286.04557,-165.27077,0,Mass,1.02,0.02,-0.02,0,1.04,0.01,-0.01,0
HD 88072 b,HD 88072,1,1,0,0,18538.79293000,8925.77796000,-3716.76086000,0,2511.79790,485.32398,-319.73538,0,Mass,1.03,0.06,-0.05,0,1.04,0.13,-0.13,0
K2-113 b,K2-113,1,1,0,0,5.81768500,0.00004100,-0.00004100,0,410.00070,41.31790,-44.49620,0,Mass,1.24,0.03,-0.03,0,1.04,0.04,-0.04,0
Kepler-17 b,Kepler-17,1,1,0,0,1.48571080,0.00000020,-0.00000020,0,778.65000,34.96000,-34.96000,0,Mass,1.01,,,0,1.04,,,0
Kepler-51 b,Kepler-51,1,0,0,0,45.15400000,0.00020000,-0.00020000,0,2.10000,1.50000,-0.80000,0,Mass,0.94,0.50,-0.50,0,1.04,0.12,-0.12,0
Kepler-51 c,Kepler-51,1,0,0,0,85.31200000,0.00300000,-0.00200000,0,4.00000,0.40000,-0.40000,0,Mass,0.94,0.50,-0.50,0,1.04,0.12,-0.12,0
Kepler-51 d,Kepler-51,1,0,0,0,130.19400000,0.00500000,-0.00200000,0,7.60000,1.10000,-1.10000,0,Mass,0.94,0.50,-0.50,0,1.04,0.12,-0.12,0
TOI-251 b,TOI-251,1,0,0,0,4.93777000,0.00002800,-0.00002900,0,317.83000,,,1,Mass,0.88,0.04,-0.05,0,1.04,0.01,-0.01,0
WASP-130 b,WASP-130,1,1,0,0,11.55098000,0.00001000,-0.00001000,0,390.93090,12.71320,-12.71320,0,Mass,0.96,0.03,-0.03,0,1.04,0.04,-0.04,0
WASP-181 b,WASP-181,1,1,0,0,4.51950640,0.00000340,-0.00000340,0,95.03117,10.80622,-10.80622,0,Mass,0.97,0.04,-0.04,0,1.04,0.04,-0.04,0
WASP-47 b,WASP-47,1,1,0,0,4.15914920,0.00000060,-0.00000060,0,363.60000,7.30000,-7.30000,0,Mass,1.14,0.01,-0.01,0,1.04,0.03,-0.03,0
WASP-47 c,WASP-47,1,1,0,0,588.80000000,2.00000000,-2.00000000,0,500.00000,320.00000,-190.00000,0,Mass,1.14,0.01,-0.01,0,1.04,0.03,-0.03,0
WASP-47 d,WASP-47,1,1,0,0,9.03055000,0.00008000,-0.00008000,0,14.20000,1.30000,-1.30000,0,Mass,1.14,0.01,-0.01,0,1.04,0.03,-0.03,0
WASP-47 e,WASP-47,1,1,0,0,0.78959330,0.00000440,-0.00000440,0,6.77000,0.57000,-0.57000,0,Mass,1.14,0.01,-0.01,0,1.04,0.03,-0.03,0
XO-5 b,XO-5,1,1,0,0,4.18775580,0.00000060,-0.00000060,0,378.20000,9.53000,-9.53000,0,Mass,1.13,0.03,-0.03,0,1.04,0.03,-0.03,0
CoRoT-27 b,CoRoT-27,1,1,0,0,3.57532000,0.00006000,-0.00006000,0,3302.11000,174.80000,-174.80000,0,Mass,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0
CoRoT-6 b,CoRoT-6,1,1,0,0,8.88659300,0.00000400,-0.00000400,0,940.74000,108.06000,-108.06000,0,Mass,1.03,0.03,-0.03,0,1.05,0.05,-0.05,0
HATS-54 b,HATS-54,1,1,0,0,2.54417650,0.00000240,-0.00000240,0,239.32479,18.11622,-18.11622,0,Mass,1.23,0.02,-0.02,0,1.05,0.05,-0.05,0
HD 117207 b,HD 117207,1,1,1,0,2621.75000000,8.37000000,-8.53000000,0,669.34663,50.85255,-28.28673,0,Mass,1.07,0.04,-0.04,0,1.05,0.03,-0.03,0
K2-105 b,K2-105,1,1,0,0,8.26699280,0.00000700,-0.00000670,0,30.00000,19.00000,-19.00000,0,Mass,0.97,0.01,-0.01,0,1.05,0.02,-0.02,0
K2-38 b,K2-38,1,1,0,0,4.01593000,0.00050000,-0.00050000,0,7.70000,1.20000,-1.10000,0,Mass,1.14,0.01,-0.01,0,1.05,0.07,-0.06,0
K2-38 c,K2-38,1,1,0,0,10.56103000,0.00090000,-0.00090000,0,7.40000,1.40000,-1.30000,0,Mass,1.14,0.01,-0.01,0,1.05,0.07,-0.06,0
Kepler-539 b,Kepler-539,1,1,0,0,125.63243000,0.00071000,-0.00071000,0,308.29510,92.17070,-92.17070,0,Mass,0.95,0.02,-0.02,0,1.05,0.04,-0.04,0
Kepler-539 c,Kepler-539,1,0,0,0,1000.00000000,,,-1,762.79200,381.39600,-381.39600,0,Mass,0.95,0.02,-0.02,0,1.05,0.04,-0.04,0
WASP-35 b,WASP-35,1,1,0,0,3.16158000,0.00000200,-0.00000200,0,225.65930,31.78300,-31.78300,0,Mass,1.08,0.06,-0.06,0,1.05,0.19,-0.19,0
HATS-33 b,HATS-33,1,1,0,0,2.54955510,0.00000610,-0.00000610,0,378.85336,16.84499,-16.84499,0,Mass,1.02,0.05,-0.04,0,1.06,0.03,-0.03,0
HATS-8 b,HATS-8,1,1,0,0,3.58389300,0.00001000,-0.00001000,0,43.86054,6.03877,-6.03877,0,Mass,1.09,0.15,-0.06,0,1.06,0.04,-0.04,0
HD 165131 b,HD 165131,1,1,1,0,2342.60000000,1.30000000,-1.30000000,0,5943.39121,444.95977,-317.82841,0,Mass,1.06,0.05,-0.05,0,1.06,0.05,-0.05,0
HD 194490 b,HD 194490,1,1,0,0,13092.18348000,3494.64637000,-2509.99734000,0,3561.90296,560.64931,-422.39395,0,Mass,1.15,0.05,-0.05,0,1.06,0.13,-0.13,0
HD 75302 b,HD 75302,1,1,0,0,4356.00000000,173.00000000,-112.00000000,0,1716.27340,158.91420,-127.13136,0,Mass,0.94,0.05,-0.03,0,1.06,0.05,-0.05,0
HD 80869 b,HD 80869,1,1,1,0,1752.92067000,37.01650000,-33.60283000,0,1609.80088,809.82678,-179.57305,0,Mass,1.06,0.04,-0.04,0,1.06,0.13,-0.13,0
K2-287 b,K2-287,1,1,0,0,14.89329100,0.00002500,-0.00002500,0,100.11645,8.58141,-8.58141,0,Mass,1.07,0.01,-0.01,0,1.06,0.02,-0.02,0
Kepler-238 e,Kepler-238,1,0,0,0,23.65400000,,,0,169.70000,71.70000,-69.10000,0,Mass,0.96,0.41,-0.08,0,1.06,0.17,-0.12,0
Kepler-238 f,Kepler-238,1,0,0,0,50.44700000,,,0,13.50000,2.90000,-2.50000,0,Mass,0.96,0.41,-0.08,0,1.06,0.17,-0.12,0
TOI-2570 b,TOI-2570,1,1,0,0,2.98876150,0.00000220,-0.00000220,0,260.61929,20.02319,-20.65885,0,Mass,1.09,0.03,-0.03,0,1.06,0.06,-0.07,0
TOI-2796 b,TOI-2796,1,1,0,0,4.80849830,0.00000570,-0.00000560,0,139.84450,31.78284,-34.96112,0,Mass,1.07,0.02,-0.02,0,1.06,0.06,-0.06,0
WASP-157 b,WASP-157,1,1,0,0,3.95162300,0.00001800,-0.00001800,0,182.43442,29.55819,-29.55819,0,Mass,1.10,0.03,-0.03,0,1.06,0.04,-0.04,0
WASP-193 b,WASP-193,1,1,0,0,6.24633450,0.00000030,-0.00000030,0,44.17815,9.21702,-9.21702,0,Mass,1.24,0.03,-0.03,0,1.06,0.07,-0.07,0
WASP-96 b,WASP-96,1,1,0,0,3.42526020,0.00000270,-0.00000270,0,152.55000,9.53000,-9.53000,0,Mass,1.05,0.05,-0.05,0,1.06,0.09,-0.09,0
HATS-24 b,HATS-24,1,1,0,0,1.34849780,0.00000090,-0.00000090,0,718.29580,54.03110,-54.03110,0,Mass,1.12,0.04,-0.05,0,1.07,0.03,-0.05,0
HD 213885 b,HD 213885,1,1,0,0,1.00803500,0.00002100,-0.00002000,0,8.83000,0.66000,-0.65000,0,Mass,1.10,0.01,-0.01,0,1.07,0.02,-0.02,0
K2-24 b,K2-24,1,1,0,0,20.88977000,0.00034000,-0.00035000,0,19.00000,2.20000,-2.10000,0,Mass,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0
K2-24 c,K2-24,1,1,0,0,42.33910000,0.00120000,-0.00120000,0,15.40000,1.90000,-1.80000,0,Mass,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0
Kepler-406 b,Kepler-406,1,1,0,0,2.42629000,,,0,6.35000,1.40000,-1.40000,0,Mass,1.07,0.02,-0.02,0,1.07,0.06,-0.06,0
Kepler-406 c,Kepler-406,1,1,0,0,4.62332000,,,0,2.71000,1.80000,-1.80000,0,Mass,1.07,0.02,-0.02,0,1.07,0.06,-0.06,0
WASP-124 b,WASP-124,1,1,0,0,3.37265000,0.00000100,-0.00000100,0,190.69800,22.24810,-22.24810,0,Mass,1.02,0.02,-0.02,0,1.07,0.05,-0.05,0
CoRoT-12 b,CoRoT-12,1,1,0,0,2.82804200,0.00001300,-0.00001300,0,291.43800,22.24700,-20.65800,0,Mass,1.12,0.10,-0.09,0,1.08,0.08,-0.07,0
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,0,6.71837000,0.00001000,-0.00001000,0,47.67450,31.78300,-31.78300,0,Mass,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0
HD 100777 b,HD 100777,1,1,0,0,383.00000000,1.00000000,-1.00000000,0,390.92894,15.89142,-15.89142,0,Mass,1.04,0.02,-0.02,0,1.08,0.05,-0.05,0
HD 25912 c,HD 25912,1,1,0,0,26308.65619000,2095.17441000,-2794.64410000,0,5252.75008,437.33189,-444.64194,0,Mass,1.00,0.05,-0.04,0,1.08,0.13,-0.13,0
HD 62549 b,HD 62549,1,1,0,0,14306.88519000,3762.35334000,-3219.89899000,0,2707.58020,665.21486,-330.54154,0,Mass,1.23,0.06,-0.04,0,1.08,0.13,-0.13,0
HD 70642 b,HD 70642,1,1,1,0,2124.54000000,14.65000000,-13.51000000,0,1239.53079,92.17024,-85.81367,0,Mass,0.98,0.02,-0.02,0,1.08,0.02,-0.02,0
HD 82943 b,HD 82943,1,1,0,0,441.47000000,0.35000000,-0.35000000,0,534.25000,8.89900,-8.89900,0,Mass,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0
HD 82943 c,HD 82943,1,1,0,0,220.07800000,0.05100000,-0.05100000,0,622.60300,14.93700,-14.93700,0,Mass,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0
HN Peg b,HN Peg,1,0,0,0,,,,,6991.57000,2996.39000,-2996.39000,0,Mass,1.01,0.03,-0.03,0,1.08,0.14,-0.14,0
KOI-1783.01,KOI-1783,1,0,0,0,134.46280000,0.00330000,-0.00350000,0,71.00000,11.20000,-9.20000,0,Mass,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0
KOI-1783.02,KOI-1783,1,0,0,0,284.21500000,0.02600000,-0.02100000,0,15.00000,4.30000,-3.60000,0,Mass,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0
Kepler-122 e,Kepler-122,1,0,0,0,37.99327300,0.00039000,-0.00039000,0,27.70000,11.40000,-9.80000,0,Mass,1.22,0.24,-0.24,0,1.08,0.06,-0.06,0
Kepler-289 b,Kepler-289,1,0,0,0,34.54500000,0.00050000,-0.00050000,0,7.30000,6.80000,-6.80000,0,Mass,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0
Kepler-289 c,Kepler-289,1,0,0,0,125.85180000,0.00760000,-0.00760000,0,132.00000,17.00000,-17.00000,0,Mass,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0
Kepler-289 d,Kepler-289,1,0,0,0,66.06340000,0.01140000,-0.01140000,0,4.00000,0.90000,-0.90000,0,Mass,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0
Kepler-408 b,Kepler-408,1,1,0,0,2.46502000,,,0,5.00000,,,1,Mass,1.23,0.03,-0.03,0,1.08,0.07,-0.07,0
TOI-2000 b,TOI-2000,1,1,0,0,3.09833000,0.00002100,-0.00001900,0,11.00000,2.40000,-2.40000,0,Mass,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0
TOI-2000 c,TOI-2000,1,1,0,0,9.12705500,0.00000730,-0.00000720,0,81.70000,4.70000,-4.60000,0,Mass,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0
WASP-151 b,WASP-151,1,1,0,0,4.53347750,0.00000230,-0.00000230,0,100.43378,9.85268,-9.85268,0,Mass,1.18,0.02,-0.02,0,1.08,0.05,-0.05,0
CoRoT-13 b,CoRoT-13,1,1,0,0,4.03519000,0.00003000,-0.00003000,0,415.70400,20.97600,-20.97600,0,Mass,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0
CoRoT-25 b,CoRoT-25,1,1,0,0,4.86069000,0.00006000,-0.00006000,0,85.81000,12.71000,-12.71000,0,Mass,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0
HAT-P-53 b,HAT-P-53,1,1,0,0,1.96162410,0.00000390,-0.00000390,0,471.65972,17.79848,-17.79848,0,Mass,1.21,0.08,-0.06,0,1.09,0.04,-0.04,0
Kepler-170 b,Kepler-170,1,0,0,0,7.93059200,0.00001400,-0.00001400,0,82.60000,67.50000,-62.40000,0,Mass,1.03,0.06,-0.06,0,1.09,0.02,-0.02,0
Kepler-1708 b,Kepler-1708,1,0,0,0,737.11310000,0.00146000,-0.00770000,0,1462.01067,,,1,Mass,1.12,0.06,-0.06,0,1.09,0.07,-0.07,0
CoRoT-16 b,CoRoT-16,1,1,0,0,5.35227000,0.00020000,-0.00020000,0,170.03200,27.01400,-26.37900,0,Mass,1.19,0.14,-0.13,0,1.10,0.08,-0.08,0
CoRoT-22 b,CoRoT-22,1,1,0,0,9.75598000,0.00011000,-0.00011000,0,12.20000,14.00000,-8.80000,0,Mass,1.14,0.04,-0.09,0,1.10,0.05,-0.05,0
HATS-10 b,HATS-10,1,1,0,0,3.31284600,0.00000580,-0.00000580,0,167.17858,25.74423,-25.74423,0,Mass,1.10,0.06,-0.04,0,1.10,0.05,-0.05,0
HATS-32 b,HATS-32,1,1,0,0,2.81265480,0.00000550,-0.00000550,0,292.40360,31.78300,-31.78300,0,Mass,1.10,0.10,-0.06,0,1.10,0.04,-0.04,0
HATS-36 b,HATS-36,1,1,0,0,4.17518600,0.00003300,-0.00003300,0,1022.14128,19.70546,-19.70546,0,Mass,1.10,0.03,-0.03,0,1.10,0.04,-0.04,0
HD 22946 d,HD 22946,1,0,0,0,47.42489000,0.00010000,-0.00011000,0,26.57000,,,1,Mass,1.12,0.01,-0.01,0,1.10,0.04,-0.04,0
HD 39091 b,HD 39091,1,1,0,0,2088.75851000,0.40896000,-0.42232000,0,3917.23512,378.85146,-439.87452,0,Mass,1.19,0.00,0.00,0,1.10,0.14,-0.14,0
Kepler-276 c,Kepler-276,1,0,0,0,31.88400000,,,0,16.60000,4.40000,-3.60000,0,Mass,1.03,0.45,-0.10,0,1.10,0.22,-0.14,0
Kepler-276 d,Kepler-276,1,0,0,0,48.64800000,,,0,16.30000,5.00000,-4.30000,0,Mass,1.03,0.45,-0.10,0,1.10,0.22,-0.14,0
Kepler-279 c,Kepler-279,1,0,0,0,35.73600000,,,0,49.40000,7.20000,-5.90000,0,Mass,1.07,0.43,-0.10,0,1.10,0.16,-0.13,0
Kepler-279 d,Kepler-279,1,0,0,0,54.41400000,,,0,37.50000,5.50000,-4.50000,0,Mass,1.07,0.43,-0.10,0,1.10,0.16,-0.13,0
TOI-411 b,HD 22946,1,0,0,0,4.04029500,0.00001500,-0.00001400,0,13.71000,,,1,Mass,1.12,0.01,-0.01,0,1.10,0.04,-0.04,0
TOI-411 c,HD 22946,1,0,0,0,9.57308300,0.00001400,-0.00001400,0,9.72000,,,1,Mass,1.12,0.01,-0.01,0,1.10,0.04,-0.04,0
YSES 2 b,YSES 2,1,0,0,0,,,,,2002.31896,508.52545,-286.04557,0,Mass,1.19,0.02,-0.02,0,1.10,0.03,-0.03,0
pi Men c,HD 39091,1,1,0,0,6.26791000,0.00043000,-0.00043000,0,3.63000,0.38000,-0.38000,0,Mass,1.19,0.00,0.00,0,1.10,0.14,-0.14,0
HATS-52 b,HATS-52,1,1,0,0,1.36665436,0.00000094,-0.00000094,0,711.93920,47.67450,-47.67450,0,Mass,1.05,0.06,-0.06,0,1.11,0.05,-0.05,0
KELT-10 b,KELT-10,1,1,0,0,4.16627390,0.00000630,-0.00000630,0,215.80657,12.39537,-12.07754,0,Mass,1.21,0.05,-0.04,0,1.11,0.06,-0.06,0
WASP-62 b,WASP-62,1,1,0,0,4.41195000,0.00000300,-0.00000300,0,165.27160,25.42640,-25.42640,0,Mass,1.23,0.08,-0.08,0,1.11,0.25,-0.25,0
WASP-83 b,WASP-83,1,1,0,0,4.97125200,0.00001500,-0.00001500,0,95.34900,9.53490,-9.53490,0,Mass,1.05,0.06,-0.04,0,1.11,0.09,-0.09,0
HAT-P-26 b,HAT-P-26,1,1,0,0,4.23452000,0.00001500,-0.00001500,0,22.24810,6.35660,-6.35660,0,Mass,0.87,0.05,-0.05,0,1.12,0.36,-0.36,0
HATS-23 b,HATS-23,1,1,0,0,2.16051560,0.00000450,-0.00000450,0,467.21010,22.88376,-22.88376,0,Mass,1.20,0.06,-0.08,0,1.12,0.05,-0.05,0
HD 11506 b,HD 11506,1,1,0,0,1613.74017000,4.33630000,-4.52954000,0,1551.00263,631.20722,-105.83686,0,Mass,1.24,0.02,-0.02,0,1.12,0.15,-0.15,0
HD 11506 d,HD 11506,1,1,0,0,14723.57452000,2801.31728000,-2758.84505000,0,2346.52713,640.42424,-344.84382,0,Mass,1.24,0.02,-0.02,0,1.12,0.15,-0.15,0
HD 68402 b,HD 68402,1,1,1,0,1103.00000000,33.00000000,-33.00000000,0,2510.84442,540.30829,-476.74261,0,Mass,1.02,0.05,-0.05,0,1.12,0.05,-0.05,0
Kepler-385 b,Kepler-385,1,0,0,0,10.04368600,0.00012800,-0.00012800,0,12.80000,11.40000,-6.80000,0,Mass,1.13,0.56,-0.56,0,1.12,0.11,-0.08,0
Kepler-385 c,Kepler-385,1,0,0,0,15.16316100,0.00026900,-0.00026900,0,13.20000,16.80000,-9.00000,0,Mass,1.13,0.56,-0.56,0,1.12,0.11,-0.08,0
CoRoT-14 b,CoRoT-14,1,1,0,0,1.51214000,0.00013000,-0.00013000,0,2415.40000,190.70000,-190.70000,0,Mass,1.21,0.08,-0.08,0,1.13,0.09,-0.09,0
HAT-P-23 b,HAT-P-23,1,1,0,0,1.21288400,0.00000200,-0.00000200,0,664.23700,35.27800,-35.27800,0,Mass,1.20,0.07,-0.07,0,1.13,0.04,-0.04,0
HATS-17 b,HATS-17,1,1,0,0,16.25461100,0.00007300,-0.00007300,0,425.25654,20.65895,-20.65895,0,Mass,1.09,0.07,-0.05,0,1.13,0.03,-0.03,0
HD 5278 b,HD 5278,1,1,0,0,14.33915600,0.00004900,-0.00004700,0,7.80000,1.50000,-1.40000,0,Mass,1.19,0.02,-0.02,0,1.13,0.04,-0.04,0
Qatar-5 b,Qatar-5,1,1,0,0,2.87923190,,,0,1373.02560,57.20940,-57.20940,0,Mass,1.08,0.05,-0.05,0,1.13,0.06,-0.06,0
